Review Text,Review Title,Star Rating,negative,neutral,positive
Best offers and deals are available always on this application flyrobe is my go to application send off party wear that I need to rent,Like this app,5,0.0,0.761,0.239
Fashion on the go suits for is application they deliver on time the section for women shopping is really attractive,,5,0.0,0.856,0.144
Very cool caption about information about latest tiles are available and thus they have everything that you would want for a woman,,5,0.0,0.83,0.17
Wedding dresses of party dresses are really great here so many dresses at such a cheap price than you would usually spend,,5,0.0,0.728,0.272
I recommend you to use this application all my friends have started getting close instead of mind then it is a great service available online,Nice,5,0.0,0.673,0.327
Oakley abasan of this application has stopped using applications like roposo on the moment I found this application absolutely wonderful and amazing,,5,0.065,0.577,0.358
Totally worth the download this application provides you the best clothes online for renting and I have been using this application for quite a long time now,Good,5,0.0,0.782,0.218
Roposo unique like applications are not good they have a very limited number of clothes displayed there and you cannot get more out of bed wetting clothes is a great option that you need to try once,,5,0.108,0.701,0.191
Have been using flyrobe for a pass now and completely amazing application they have provided with everything that I want all at one place,Good,5,0.0,0.788,0.212
Amazing application for all the people out there who wished to save money on clothes and this application is really fun to use to,,5,0.0,0.665,0.335
Absolutely amazing application has so many advantages women clothing has not been paid so much easier it was the best in the application,,5,0.0,0.573,0.427
Life is great app they help you to set up everything at one place for men and women shopping you can get all clothes so easily you like,,5,0.0,0.654,0.346
One of the best applications for renting close online I would be happy to get load of new recommendations for clothes numbers again and again,,5,0.0,0.736,0.264
Best application for shopping out there by the fire and this is very genuine Mantra like application search I love you to buy clothes but flyrobe allows you to rent them online so much easier to use,,5,0.039,0.706,0.255
Women shopping is so much easier with this application you can rent clothes so easily absolutely amazing,,5,0.0,0.57,0.43
Very easy to use application they will provide you the clothes in time that you want and the take back is also really good,,5,0.0,0.732,0.268
With this application you can be sure that you are getting the best product accessories online at the best price instead of over pain in some applications like Unicode Jabong,,5,0.08,0.602,0.318
Women shopping is so much easier with this application is simply don't have to purchase lots of things any more,,5,0.0,0.861,0.139
Best experience ever they call you up and also check on how the cloth have said you had a great place to rent clothes online,Loved it,5,0.0,0.726,0.274
Flyrobe Asia fashion rental service whatever I could get was available for a longer,Useful,5,0.0,1.0,0.0
 of days if I wanted and it was really good to use,Useful,5,0.0,0.758,0.242
Great application grid interface the customer care is also really good you can rent clothes on a daily basis to it is very convenient application to use,,5,0.0,0.687,0.313
Is a great way to save money and also have the best look at the cheapest price very great to use,,5,0.0,0.506,0.494
easy to use application the user interface is also really good you will be amazed to rent clothes so well on line,,4,0.0,0.599,0.401
So much easier to shop online instead of wasting hours to get the perfect thing that you want,,5,0.109,0.565,0.326
Flyrobe has every type of outfit that I would ever need and it is so much good to know that,,5,0.0,0.85,0.15
Very new concept I have never heard of such a great service and I will never stop using it so much good for women shopping,,5,0.0,0.675,0.325
Thanks to all the developers to have made this application come true this is really wonderful shopping experience for me great women shopping,,5,0.0,0.579,0.421
How to find the good app that work this way this is absolutely amazing to use completely Great,,5,0.0,0.568,0.432
One of the best applications it is so much better than room owner for raposo this application has lot of advantages to add,,5,0.0,0.669,0.331
Great application Web Services the customer care is really helpful you can rent clothes anytime you want from this application,Good,5,0.0,0.578,0.422
Amazing service amazing quality all the brands are also really great to use you will be surprised by the offers,,5,0.0,0.535,0.465
Entirely satisfied really amazing and I perfectly tune to rent clothes,,5,0.0,0.37,0.63
amazing app with all kinds of party wear is also available for rental services great app,Loved it,5,0.0,0.551,0.449
Every possible rate product is available at a great price from this application to provide you everything you need at one place,Beautiful app....,5,0.0,0.83,0.17
40 best brands in designer where you need not sell out a lot of money and just use this application to get the clothes that you can wear just one time,,5,0.0,0.873,0.127
Running application great user interface it is so much better to rent clothes from here instead of buying clothes from voonik,Nic aap,5,0.0,0.723,0.277
Santa Claus is a very unique concept and I appreciate the efforts put in by the team it is one of the must have applications for people living in cities,,5,0.0,0.909,0.091
no minor issues application and getting a class from 8 it was so much easier to call up the customer service service and they help me out great place to rent clothes,Good app,5,0.058,0.683,0.259
All the latest fashion trends are available at very cheap price your favourite is too good you will always use it again again again,,5,0.0,0.888,0.112
The application has lot of great clothes in services available so deeply it is mine to go application for rent in clothes online the customer service is really good they provide you a great experience on whatever you want and it is amazing to know that all you need for women clothing a satisfied,,5,0.0,0.705,0.295
Placing an order through this application is quite easy you can get a lot of things from this application for women shopping accessories to clothing everything is available,,5,0.0,0.891,0.109
Cool and Panti is application has lot of good things and absolutely stunning to use totally recommended,,4,0.0,0.561,0.439
When it comes to Fashion shopping we are not interested in buying clothes lots of them anymore renting is a great alternative and it is want to do this,,5,0.069,0.766,0.165
I have rented clothes from this app a number of times,,5,0.0,0.86,0.14
 Their services are too good,,5,0.0,0.58,0.42
 There is properly laundry done for the clothes,,5,0.0,1.0,0.0
 Flyrobe had been like a blessing for me in times of emergency n when there is not much time to go shop,,5,0.103,0.672,0.225
a big thanks for making this app so better than voonik,,5,0.0,0.546,0.454
 Clearly it works for me,,5,0.0,0.597,0.403
a big thanks for making this app so better than voonik,,5,0.0,0.546,0.454
 Clearly it works for me,,5,0.0,0.597,0.403
a big thanks for making this app so better than voonik,,5,0.0,0.546,0.454
 Clearly it works for me,,5,0.0,0.597,0.403
Style pics and everything there are already experts on this application who can recommend you to rent the best clothes for fashion online really recommended application for downloading on free,,5,0.0,0.683,0.317
Is the best application for fashion lovers at provide such an awesome range of clothing seriously everything is so I cashing you can get it at affordable prices,Amazing,5,0.047,0.632,0.321
Collocations amazing for said you need to get it perfectly design for all kinds of needs,Very nice app,5,0.0,0.636,0.364
The acceseries whatever I got matched well with my clothes and I absolutely loved it since I don't have to freeze use accessories much I can simply return at once I have used,,5,0.035,0.771,0.194
Great application great experiences you will be amazed at the number of products at is available for rental here it is simply awesome and cool to use,,5,0.0,0.524,0.476
Awesomely designed I would absolutely be renting from this application fight frequently all kinds of vacations this is a must have application on your phone,Good,5,0.106,0.894,0.0
These application have tied up with a lot of leading brands and products are the products which are generally too costly to buy for a normal person are available on rental services here that is really great,,5,0.036,0.851,0.113
Awesome collection unique Idea the rental charges are really low and for almost 4 to 5 days you can get it every time,,5,0.169,0.677,0.154
Vast closet they have every kind of product that you would want to for both men and women shopping accessories also really great,,5,0.0,0.787,0.213
Very user friendly application interfaces very cool you can easily navigate and browse through the sections to get the coolest collection ever absolutely recommended application,,5,0.0,0.665,0.335
Amazingly good products help you out and a lot of ways they have been providing the best quality of services for a really long time now at solutely recommended to use,Good app,5,0.0,0.673,0.327
Awesome design of the application it helps you a lot while trying to navigate through and get the latest good products for rental services I would give it a five star rating,Wow its excellent,5,0.0,0.73,0.27
Unlike applications like roposo voonik you need not worry about getting a lot of products at Higher prices instead you can rent it out online with this application it helps you to save a lot of money to,,5,0.0,0.749,0.251
All the things and accessories that I need to buy is available so much easier on rental that I need not think of buying the clothes again this is so much better and great to use,,5,0.0,0.75,0.25
Amazing application one of a kind very user friendly 2 can get everything at very nominal price for 11 till the colour amazing liquid,Good app,5,0.0,0.554,0.446
The shipping charges or anything like that the service is truly amazing with the range of chlorophyll collections they have you can be sure of getting the best production line,,5,0.05,0.574,0.376
I can always rely on the poor people providing the services they have given the best delivery and the best product ever I am not going to buy a clothing line,,3,0.085,0.685,0.23
